0,0,13,0,0,0,0,0,0,0,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,AP,AB,All Perils ($1000+ Deductible) / Tous Risques (Franchise de 1000$+),,,,0,,201002,200502,,,,,,,,,,,,
0,0,0,0,0,0,0,0,0,2984,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,SP,TPL,Collision ($1000 Deductible) / Collision (Franchise de 1000$),,,,0,2,200901,201102,,,,,,,,,,,,
0,6746.8299,0,0,0,0,0,0,0,0,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,AB,SP,,"$200,000 / 200 000$",,25,,2,201301,200201,,,,,,,,,,,,
0,0,-84,0,2,0,0,0,89424,0,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,AP,CM,,,,22,,,200101,200602,,,,,,,,,,,,
0,0,0,0,97,1,0,0,104402,2950,16160,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,AP,CM,,,,,0,2,200502,201202,,,,,,,,,,,,
0,0,55,0,5,260,0,0,0,0,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,SP,UM,,,,20,0,,200502,200601,,,,,,,,,,,,
0,0,0,1835.2936,4,0,0,0,-300,265,154252,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,1,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,CL,Comprehensive (Other deductibles) / Accidents sans Collision ni versement (Autre franchise),,,,0,2,201202,199902,,,,,,,,,,,,
0,0,0,0,0,179,0,0,31578,0,29576,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,N,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,CL,,,,,0,1,201301,201301,,,,,,,,,,,,
0,0,0,151910.7631,3,0,0,0,996496,250,296696,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,N,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,UM,,,,20,0,1,201301,200802,,,,,,,,,,,,
1,0,0,0,-1,0,0,0,112500,8306,1418,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,N,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CL,TPL,,"$1000,000 / 1000 000$",,26,,,201402,200101,,,,,,,,,,,,
0,0,66199,0,5,1,1,0,0,586674,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,N,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,TPL,Specified Perils ($250 Deductible) / Risques Specifies (Franchise de 250$),,,27,0,,200502,200901,,,,,,,,,,,,
0,0,0,0,72,162,15,0,0,89696,81053,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,Y,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,CM,All Perils ($250 Deductible) / Tous Risques (Franchise de 250$),"$1000,000 / 1000 000$",,02,0,,201801,200101,,,,,,,,,,,,
0,0,0,0,0,0,16,0,14726,0,4326730,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,TPL,,,,,0,,200501,201302,,,,,,,,,,,,
0,0,0,0,0,0,12,0,0,0,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,CM,Collision ($250 Deductible) / Collision (Franchise de 250$),,,20,0,,201102,201101,,,,,,,,,,,,
0,-1.8834,11084,0,0,0,1,0,97674,0,396,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,Y,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CL,TPL,,,,,0,1,200102,200101,,,,,,,,,,,,
0,0,0,2202949.6514,0,11,0,0,0,725,10000,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,CM,,,,,0,1,201402,200601,,,,,,,,,,,,
0,0,0,1355.3122,13,0,5,0,81245,9764,796501,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,CM,Collision (Other deductibles) / Collision (Autre franchise),,,20,,1,201702,201301,,,,,,,,,,,,
0,0.2773,-3349,0,14,5904,286,0,4424000,3961,4477,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,SP,,,,,0,1,201001,200902,,,,,,,,,,,,
0,0,69,-8.2274,4,0,0,0,0,1452,-59503,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,AP,SP,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),,,,0,1,200901,201602,,,,,,,,,,,,
0,0,0,0,0,1,1,0,0,32578,1451697,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,Y,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,TPL,AB,,"$2000,000 / 2000 000$",,29,,1,201101,201202,,,,,,,,,,,,
0,585.9207,0,0,0,59,0,0,27674,0,208414,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,N,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,CM,AP,All Perils ($250 Deductible) / Tous Risques (Franchise de 250$),,,,,2,200801,200901,,,,,,,,,,,,
0,44.7697,0,0,3,0,0,0,0,0,24278,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,1 - Alberta,,AB,,,SP,CL,Comprehensive ($250 Deductible) / Accidents sans Collision ni versement (Franchise de 250$),"$200,000 / 200 000$",,,,1,200802,200501,,,,,,,,,,,,
