5125.6667,0,19054,0,0,5,0,0,6001,25000,13049,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,TPL,AP,,"$500,000 / 500 000$",,83,1,,,200601,,,,,,,,,,,,
0,0,0,0,0,0,2,0,224124,1,4447,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,1,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,AB,BI,Comprehensive ($300 Deductible) / Accidents sans Collision ni versement (Franchise de 300$),,,66,0,2,,200701,,,,,,,,,,,,
0,219.5221,0,454.2948,1,1,205.8,0,0,126119,-10008,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,Y,1,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,TPL,UM,Comprehensive ($500 Deductible) / Accidents sans Collision ni versement (Franchise de 500$),,,20,0,1,,200901,,,,,,,,,,,,
0,0,-8880,0,0,3,0,0,25529431,500,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,CL,UM,All Perils ($500 Deductible) / Tous Risques (Franchise de 500$),,,27,0,,,200702,,,,,,,,,,,,
0,0,0,910.4929,0,0,0,0,0,0,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,0,N,0,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,CL,AB,,"$1000,000 / 1000 000$",,06,0,1,,200301,,,,,,,,,,,,
0,0,-46,17311094.6106,0,21,1,0,0,0,0,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,TPL,CM,,,,,0,,,200901,,,,,,,,,,,,
0,0,0,0,123,32,0,0,107294,1307,6661,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,UM,DC,All Perils ($500 Deductible) / Tous Risques (Franchise de 500$),,,05,0,1,,200002,,,,,,,,,,,,
0.25,0.3361,0,0,3,0,3,0,10777,0,-5000,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,1,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,TPL,DC,Direct Compensation ($300 Deductible) / Indemnisation directe (Franchise de 300$),,,,0,1,,200401,,,,,,,,,,,,
0,0,0,2928.2774,11,0,0,0,-20148,29,-247,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,AP,UM,Comprehensive ($300 Deductible) / Accidents sans Collision ni versement (Franchise de 300$),,,16,0,2,,201202,,,,,,,,,,,,
0,0,0,0,0,0,0,0,2258,0,1651,0,1,201812,000,0,PPV,PPV-IR excluding Farmers,,,,,N,0,,,,,,,,,,,,,,,,,,,,2 - Ontario,,ON,,,UA,AB,,,,06,0,2,,201202,,,,,,,,,,,,
